SentenceID,Transcript,Device
speaker43_m_nn_utt12,tetep sumangga dipun aturaken pendapat panjenengan,Poco X5
speaker43_m_nn_utt13,wonten tugas alit ingkang kedah dipun rampungaken rumiyin,Poco X5
speaker43_m_nn_utt14,sanadyan udan aktivitas tetep saged lumampah sae,Poco X5
speaker43_m_nn_utt15,para mahasiswa dipun aturi nyerat cathetan ringkes,Poco X5
speaker43_m_nn_utt16,wonten pawartos bilih dalan ageng sakmenika sesek,Poco X5
speaker43_m_nn_utt17,punika minangka draf awal kangge dipun koreksi bebarengan,Poco X5
speaker43_m_nn_utt18,sepedha motoripun sampun dipun siapaken wonten garasi,Poco X5
speaker43_m_nn_utt19,sinten kemawon saged nyuwun salinan data punika,Poco X5
speaker43_m_nn_utt20,ingkang remen sinau saged ngginakaken ruangan perpustakaan,Poco X5
speaker43_m_nn_utt21,punika wekdal ingkang trep kangge ngrembag proyek,Poco X5
speaker43_m_nn_utt22,regane bahan baku menika mundhak sekedik,Poco X5
speaker43_m_nn_utt23,sakwise rampung makarya para kanca saged ngaso sekedhap,Poco X5
speaker43_m_nn_utt24,punika jadwal anyar kangge minggu ngajeng,Poco X5
speaker43_m_nn_utt25,para tamu dipun tampi kanthi sareh lan bektiya,Poco X5
speaker43_m_nn_utt26,bus niki rawuhe wonten watara jam kalih,Poco X5
speaker43_m_nn_utt27,sinten kemawon ingkang mbetahaken piranti saged nyuwun wonten lobi,Poco X5
speaker43_m_nn_utt28,wonten papan informasi ing ngarep kangge para rawuh,Poco X5
speaker43_m_nn_utt29,sesaji dokumen punika kedah dipun serahaken sedinten malih,Poco X5
speaker43_m_nn_utt30,ing wekdal sonten badhe wonten pandamelan cekak,Poco X5
speaker44_m_nn_utt01,selamat pagi kowe wis tangi jam pira,Samsung A52S
speaker44_m_nn_utt02,aku arep nyuci motor ning ngarep omah,Samsung A52S
speaker44_m_nn_utt03,kowe wis ngombe obat durung iki,Samsung A52S
speaker44_m_nn_utt04,tulung ambekke klambi saka jemuran ya,Samsung A52S
speaker44_m_nn_utt05,aku lagi nonton berita ning televisi,Samsung A52S
speaker44_m_nn_utt06,adhiku lagi dolanan layang layang ning alun,Samsung A52S
speaker44_m_nn_utt07,bapak arep lunga menyang jakarta besok,Samsung A52S
speaker44_m_nn_utt08,ibu lagi nyetrika klambi ning kamar,Samsung A52S
speaker44_m_nn_utt09,aku kepengin tuku sepatu anyar ning mall,Samsung A52S
speaker44_m_nn_utt10,kowe arep ngaji ning masjid ora,Samsung A52S
speaker44_m_nn_utt11,aku seneng mangan mie ayam pedes,Samsung A52S
speaker44_m_nn_utt12,sesuk aku arep ujian bahasa indonesia,Samsung A52S
speaker44_m_nn_utt13,ayo main game bareng ning warnet,Samsung A52S
speaker44_m_nn_utt14,kowe lagi repot apa saiki iso ora,Samsung A52S
speaker44_m_nn_utt15,aku arep ngopi ning warung kopi,Samsung A52S
speaker44_m_nn_utt16,tulung kancani aku tuku buku sekolah,Samsung A52S
speaker44_m_nn_utt17,aku wis beres mandi ganti baju,Samsung A52S
speaker44_m_nn_utt18,kowe tau lunga menyang surabaya durung,Samsung A52S
speaker44_m_nn_utt19,aku lagi nunggu bis ning terminal,Samsung A52S
speaker44_m_nn_utt20,aja lali ngunci motor yen wis tekan,Samsung A52S
speaker44_m_nn_utt21,aku kepengin belajar bahasa jawa luwih becik,Samsung A52S
speaker44_m_nn_utt22,langite mendung peteng arep udan deres,Samsung A52S
speaker44_m_nn_utt23,kowe wis nggarap pr matematika durung,Samsung A52S
speaker44_m_nn_utt24,aku arep nyapu halaman ngarep omah,Samsung A52S
speaker44_m_nn_utt25,tulung bukakke pintune aku lali kunci,Samsung A52S
speaker44_m_nn_utt26,aku lagi pengin males malesan dina iki,Samsung A52S
speaker44_m_nn_utt27,kowe iso ngajak aku dolan ora,Samsung A52S
speaker44_m_nn_utt28,aku kepengin sinau naik sepedha motor,Samsung A52S
speaker44_m_nn_utt29,ayo makan siang bareng ning kantin,Samsung A52S
speaker44_m_nn_utt30,sugeng sonten aku arep mulih saiki,Samsung A52S
speaker45_m_nn_utt01,aku arep lunga menyang pasar dina iki,Iphone 14 Pro
speaker45_m_nn_utt02,kowe wis mangan durung,Iphone 14 Pro
speaker45_m_nn_utt03,mbok yo ojo rame rame ing omah,Iphone 14 Pro
speaker45_m_nn_utt04,bapak bali saka kantor awan mau,Iphone 14 Pro
speaker45_m_nn_utt05,dina iki udan deres banget,Iphone 14 Pro
speaker45_m_nn_utt06,adikku seneng dolanan bal ing halaman,Iphone 14 Pro
speaker45_m_nn_utt07,kowe kudu sinau luwih rajin,Iphone 14 Pro
speaker45_m_nn_utt08,ibuku masak sayur bening kanggo awan,Iphone 14 Pro
speaker45_m_nn_utt09,sepur mau teka luwih awal,Iphone 14 Pro
speaker45_m_nn_utt10,ayo padha tindak menyang sekolah bareng bareng,Iphone 14 Pro
speaker45_m_nn_utt11,aku krungu swara musik saka kamar mburi,Iphone 14 Pro
speaker45_m_nn_utt12,dheweke ora gelem ngomong apa apa,Iphone 14 Pro
speaker45_m_nn_utt13,kucingku turu ing kursi nganti sore,Iphone 14 Pro
speaker45_m_nn_utt14,kowe tuku roti nang warung ngarep omah ya,Iphone 14 Pro
speaker45_m_nn_utt15,aku kudu cepet cepet merampungake tugas iki,Iphone 14 Pro
speaker45_m_nn_utt16,esuk mau aku ketemu kancaku nang terminal,Iphone 14 Pro
speaker45_m_nn_utt17,bapak lagi ngresiki kebon mburi,Iphone 14 Pro
speaker45_m_nn_utt18,dina minggu biasane aku istirahat ing omah,Iphone 14 Pro
speaker45_m_nn_utt19,kowe ojo lali nggawa payung yen metu,Iphone 14 Pro
speaker45_m_nn_utt20,mbakyuku tuku sandhangan anyar ning mall,Iphone 14 Pro
speaker45_m_nn_utt21,aku kepengin sinau basa jawa luwih jero,Iphone 14 Pro
speaker45_m_nn_utt22,sepur menyang solo bakal mangkat jam wolu,Iphone 14 Pro
speaker45_m_nn_utt23,dheweke pesen wedang jahe rong gelas,Iphone 14 Pro
speaker45_m_nn_utt24,adik cilikku nangis amarga dolanane rusak,Iphone 14 Pro
speaker45_m_nn_utt25,aku arep ngirim paket menyang kantor pos,Iphone 14 Pro
speaker45_m_nn_utt26,kowe krungu kabar anyar saka desa mburi,Iphone 14 Pro
speaker45_m_nn_utt27,ibuku lagi nggawe kue kanggo ulang taun,Iphone 14 Pro
speaker45_m_nn_utt28,dina iki angine kenceng banget,Iphone 14 Pro
speaker45_m_nn_utt29,bocah bocah padha dolanan layangan ing lapangan,Iphone 14 Pro
speaker45_m_nn_utt30,aku wis suwe ora dolan menyang omah mbah,Iphone 14 Pro
speaker46_f_nn_utt01,sugeng enjang panjenengan sampun tangi,IPhone 14 Pro Max
speaker46_f_nn_utt02,kula ajeng ngresiki kamar rumiyin,IPhone 14 Pro Max
speaker46_f_nn_utt03,panjenengan saged nyuwun tulung dhateng kula menawi perlu,IPhone 14 Pro Max
speaker46_f_nn_utt04,dinten punika kula badhe tindak dhateng perpustakaan,IPhone 14 Pro Max
speaker46_f_nn_utt05,kula nyuwun pangapunten amargi teka sakedhik telat,IPhone 14 Pro Max
speaker46_f_nn_utt06,monggo panjenengan lungguh rumiyin,IPhone 14 Pro Max
speaker46_f_nn_utt07,mugi pakaryan panjenengan dinten menika kalampahan kanthi lancar,IPhone 14 Pro Max
speaker46_f_nn_utt08,kula badhe mundhut dhaharan wonten warung wingking kampus,IPhone 14 Pro Max
speaker46_f_nn_utt09,panjenengan sampun maos pengumuman saking bapak dosen,IPhone 14 Pro Max
speaker46_f_nn_utt10,menawi wonten tugas enggal sumangga dipun aturaken dhateng kula,IPhone 14 Pro Max
speaker46_f_nn_utt11,kula saweg ngentosi kancaku wonten ngarsanipun gedhong kuliah,IPhone 14 Pro Max
speaker46_f_nn_utt12,panjenengan kersa ngunjuk teh anget utawi wedang jahe,IPhone 14 Pro Max
speaker46_f_nn_utt13,dinten minggu kula ajeng ngunjungi kulawarga wonten griya,IPhone 14 Pro Max
speaker46_f_nn_utt14,mugi panjenengan boten kesupen ngirim file tugas menika,IPhone 14 Pro Max
speaker46_f_nn_utt15,kula remen sanget sinau basa jawi bareng kanca kanca,IPhone 14 Pro Max
speaker46_f_nn_utt16,menawi wonten lepat pangandikan kula nyuwun pangapunten sanget,IPhone 14 Pro Max
speaker46_f_nn_utt17,panjenengan sampun nedha enjang sakderengipun mlebet kelas,IPhone 14 Pro Max
speaker46_f_nn_utt18,kula ajeng nyiapake presentasi kangge sesuk enjang,IPhone 14 Pro Max
speaker46_f_nn_utt19,panjenengan saged paring piwulang dhateng kula babagan topik menika,IPhone 14 Pro Max
speaker46_f_nn_utt20,kula badhe ngirimi panjenengan cathetan saking kuliah wau,IPhone 14 Pro Max
speaker46_f_nn_utt21,panjenengan sageda ngandikani kula menawi jadwalipun owah,IPhone 14 Pro Max
speaker46_f_nn_utt22,sakwise kuliah kula ajeng tindak dhateng perpustakaan fakultas,IPhone 14 Pro Max
speaker46_f_nn_utt23,mugi panjenengan saget ngaso sakedhik amargi sampun kesel,IPhone 14 Pro Max
speaker46_f_nn_utt24,kula nyuwun idin medal sakedhap saking kelas,IPhone 14 Pro Max
speaker46_f_nn_utt25,panjenengan sampun nampi email saking sekretariat fakultas,IPhone 14 Pro Max
speaker46_f_nn_utt26,dinten punika kula saweg makarya tugas kelompok wonten laboratorium,IPhone 14 Pro Max
speaker46_f_nn_utt27,kula ajeng mundhut kopi wonten kantin kangge ngilangi ngantuk,IPhone 14 Pro Max
speaker46_f_nn_utt28,mugi panjenengan kersa ndherek rembugan ing rapat enjing,IPhone 14 Pro Max
speaker46_f_nn_utt29,menawi panjenengan boten mangertos kita saged sinau bebarengan,IPhone 14 Pro Max
speaker46_f_nn_utt30,sakwise rampung tugas kula ajeng mulih dhateng griya,IPhone 14 Pro Max
speaker47_m_nn_utt01,sugeng enjing mugi panjenengan tansah wilujeng,Samsung A22
speaker47_m_nn_utt02,mangga rawuh rumiyin,Samsung A22
speaker47_m_nn_utt03,kula nyuwun tulung sakedhap kemawon,Samsung A22
speaker47_m_nn_utt04,kula badhé tindak dhateng kantor rumiyin,Samsung A22
speaker47_m_nn_utt05,mugi panjenengan tansah pinaringan kasehatan,Samsung A22
speaker47_m_nn_utt06,kula nyuwun pangapunten bilih wonten lepat,Samsung A22
speaker47_m_nn_utt07,mangga dipun lenggah mriki,Samsung A22
speaker47_m_nn_utt08,kula badhé nedha sekedhap,Samsung A22
speaker47_m_nn_utt09,sumangga kula bantu menawi dipun butuhake,Samsung A22
speaker47_m_nn_utt10,panjenengan sampun dhahar dereng,Samsung A22
speaker47_m_nn_utt11,kula nyuwun idin tindak sakedhap,Samsung A22
speaker47_m_nn_utt12,matur nuwun sanget dhumateng panjenengan,Samsung A22
speaker47_m_nn_utt13,kula badhé wau nindakaken tugas,Samsung A22
speaker47_m_nn_utt14,kula nyuwun sepisanan menawi wonten kalepatan,Samsung A22
speaker47_m_nn_utt15,mangga dipun aturi mlebet,Samsung A22
speaker47_m_nn_utt16,kula badhé sinau rumiyin,Samsung A22
speaker47_m_nn_utt17,mugi dinten panjenengan kaparingan kelancaran,Samsung A22
speaker47_m_nn_utt18,panjenengan saged ngantos sekedhap,Samsung A22
speaker47_m_nn_utt19,kula nuwun tulung dipun terangaken malih,Samsung A22
speaker47_m_nn_utt20,kula badhé wangsul sak menika,Samsung A22
speaker47_m_nn_utt21,mangga dipun cekapaken rumiyi,Samsung A22
speaker47_m_nn_utt22,"sampun ngantos kuatir, sedaya saged dipun atur",Samsung A22
speaker47_m_nn_utt23,kula nyuwun pangestu panjenengan,Samsung A22
speaker47_m_nn_utt24,"menawi kersa, mangga tindak bareng",Samsung A22
speaker47_m_nn_utt25,kula badhé ngresiki griya rumiyin,Samsung A22
speaker47_m_nn_utt26,panjenengan saged paring wekdal sekedhap,Samsung A22
speaker47_m_nn_utt27,kula badhé tumut rapat,Samsung A22
speaker47_m_nn_utt28,"matur nuwun, panjenengan sampun mbiyantu kula",Samsung A22
speaker47_m_nn_utt29,kula nyuwun idin ngaso sekedhap,Samsung A22
speaker47_m_nn_utt30,mugi sedaya pakaryan panjenengan lancar,Samsung A22
speaker48_m_n_utt01,Pakdhe nyambut gawe ning pabrik gula saben esuk jam pitu,Lenovo LOQ ( Audacity)
speaker48_m_n_utt02,Budhe masak gudeg kanggo acara mantenan mengko sore,Lenovo LOQ ( Audacity)
speaker48_m_n_utt03,Kangmas tuku sepeda motor anyar ning kutha Jogja,Lenovo LOQ ( Audacity)
speaker48_m_n_utt04,Mbakku sinau basa Inggris ning sekolah saben dina Rebo lan Kemis,Lenovo LOQ ( Audacity)
speaker48_m_n_utt05,Bocah-bocah dolanan layangan ning alun-alun nalika angin gedhe,Lenovo LOQ ( Audacity)
speaker48_m_n_utt06,Simbok ngumbah klambi kotor nganggo mesin cuci wingi esuk,Lenovo LOQ ( Audacity)
speaker48_m_n_utt07,Eyang putri ndongeng crita Ramayana marang putu-putune saben bengi,Lenovo LOQ ( Audacity)
speaker48_m_n_utt08,Paklik ndandani motor rusak ning bengkel kaliyan kancane,Lenovo LOQ ( Audacity)
speaker48_m_n_utt09,Bu guru mulang matematika marang murid-muride kanthi sabar banget,Lenovo LOQ ( Audacity)
speaker48_m_n_utt10,Bocah cilik mangan soto ayam ning warung pinggir dalan karo bapake,Lenovo LOQ ( Audacity)
speaker48_m_n_utt11,Mbah kakung maca koran esuk sambil ngombe kopi panas,Lenovo LOQ ( Audacity)
speaker48_m_n_utt12,Pak Lurah ngundang warga desa kanggo rembug pembangunan posyandu,Lenovo LOQ ( Audacity)
speaker48_m_n_utt13,Cah angon nggiring wedhus-wedhuse ning padang rumput ijo,Lenovo LOQ ( Audacity)
speaker48_m_n_utt14,Ibu nyapu latar omah nganggo sapu lidi saben esuk,Lenovo LOQ ( Audacity)
speaker48_m_n_utt15,Kangmas nggawa tas sekolah abot banget amarga kebak buku pelajaran,Lenovo LOQ ( Audacity)
speaker48_m_n_utt16,Simbah wedok ngemas kembang setaman kanggo sesaji ning pura,Lenovo LOQ ( Audacity)
speaker48_m_n_utt17,Bocah lanang main bal-balan ning lapangan desa nganti sore,Lenovo LOQ ( Audacity)
speaker48_m_n_utt18,Mbakyu nyulam kain batik nganggo jarum alus nganti wengi,Lenovo LOQ ( Audacity)
speaker48_m_n_utt19,Bocah cilik nangis ngamuk jalaran kelalen tuku jajan,Lenovo LOQ ( Audacity)
speaker48_m_n_utt20,Paklik nyiram taneman kembang ning ngarep omah saben awan,Lenovo LOQ ( Audacity)
speaker48_m_n_utt21,Bapak nelpon adhine sing kerja ning luar negeri nganthi tahun ngarep,Lenovo LOQ ( Audacity)
speaker48_m_n_utt22,Simbah lanang ngombe jamu godhog kanggo njaga kesehatan,Lenovo LOQ ( Audacity)
speaker48_m_n_utt23,Bocah loro dolanan congklak ning teras omah sakwise udan,Lenovo LOQ ( Audacity)
speaker48_m_n_utt24,Cah cilik nggoleki kunang-kunang ning kebon wong tuwane nalika wengi,Lenovo LOQ ( Audacity)
speaker48_m_n_utt25,Bocah-bocah padha golek iwak ning kali nganggo jala cilik,Lenovo LOQ ( Audacity)
speaker48_m_n_utt26,Mbakyu ngukus lepet ketan kanggo dagangan esuk,Lenovo LOQ ( Audacity)
speaker48_m_n_utt27,Bapak ngukur lemah kanggo dibangun omah mengko sesuk,Lenovo LOQ ( Audacity)
speaker48_m_n_utt28,Bocah cilik nyiram kembang mawar nganggo kaleng bekas,Lenovo LOQ ( Audacity)
speaker48_m_n_utt29,Adik ngancani simbah menyang pasar tuku kebutuhan pawon,Lenovo LOQ ( Audacity)
speaker48_m_n_utt30,Ibu ngajari cara nggawe jamu tradisional marang ibu-ibu,Lenovo LOQ ( Audacity)
speaker49_f_nn_utt01,aku duwe kabar apik,
speaker49_f_nn_utt02,tulung bukakna lawange,
speaker49_f_nn_utt03,aku kesel amarga dalane macet banget,
speaker49_f_nn_utt04,aku lunga dhisik,
speaker49_f_nn_utt05,ayo cepet cepetan lunga supaya ora kasep,
speaker49_f_nn_utt06,aku kudu cepet mulih,
speaker49_f_nn_utt07,aja lali nggawa payung,
speaker49_f_nn_utt08,yen kabeh wis siap ayo langsung diwiwiti,
speaker49_f_nn_utt09,bakal udan rauh,
speaker49_f_nn_utt10,aku kudu sinau kanggo ujian,
speaker49_f_nn_utt11,aja sembrono nalika nggawe keputusan,
speaker49_f_nn_utt12,yen metu saka omah aja lali ngunci lawang,
speaker49_f_nn_utt13,saben masalah nduweni solusi,
speaker49_f_nn_utt14,aku ora enak badan wingi,
speaker49_f_nn_utt15,kowe kudu luwih percaya diri,
speaker49_f_nn_utt16,piye kabarmu dina iki,
speaker49_f_nn_utt17,sugeng sonten panjenengan sibuk nopo mboten,
speaker49_f_nn_utt18,sugeng rawuh ayo mlebu dhisik,
speaker49_f_nn_utt19,muga muga dina iki lancar,
speaker49_f_nn_utt20,kowe saiki ana ing ngendi,
speaker49_f_nn_utt21,aku pengin lunga adoh saka kene,
speaker49_f_nn_utt22,ayo mulih sadurunge udan,
speaker49_f_nn_utt23,aku arep menyang pasar tuku woh wohan,
speaker49_f_nn_utt24,suwun wis mbantu,
speaker49_f_nn_utt25,pira regane iki,
speaker49_f_nn_utt26,hawane adhem banget esuk iki,
speaker49_f_nn_utt27,ngombe kopi saben dina iku ora sehat,
speaker49_f_nn_utt28,aku ora ngerti tegese kuwi apa,
speaker49_f_nn_utt29,dalane macet merga preinan,
speaker49_f_nn_utt30,panganan ing omah wis rampung,
speaker50_m_nn_utt01,kucinge luwe kae wenehi panganan,Thronmax Mdrill Zero
speaker50_m_nn_utt02,film e apik tenan kowe kudu nonton,Thronmax Mdrill Zero
speaker50_m_nn_utt03,hawane semanak enak gawe turu,Thronmax Mdrill Zero
speaker50_m_nn_utt04,sendalku ilang siji nang endi yo,Thronmax Mdrill Zero
speaker50_m_nn_utt05,aku lagi ngenteni paket durung teko-teko,Thronmax Mdrill Zero
speaker50_m_nn_utt06,tulung jogo omah sedilut aku arep tuku opo-opo,Thronmax Mdrill Zero
speaker50_m_nn_utt07,kowe karo sopo,Thronmax Mdrill Zero
speaker50_m_nn_utt08,aku lagi ora duwe duwit,Thronmax Mdrill Zero
speaker50_m_nn_utt09,ayo budhal saiki,Thronmax Mdrill Zero
speaker50_m_nn_utt10,aku lagi nunggu kancaku,Thronmax Mdrill Zero
speaker50_m_nn_utt11,sik sedelok yo,Thronmax Mdrill Zero
speaker50_m_nn_utt12,ora popo santai wae,Thronmax Mdrill Zero
speaker50_m_nn_utt13,jaremu wingi piye,Thronmax Mdrill Zero
speaker50_m_nn_utt14,aku lali durung gowo dompet,Thronmax Mdrill Zero
speaker50_m_nn_utt15,arep nang endi,Thronmax Mdrill Zero
speaker50_m_nn_utt16,lagi ngopo,Thronmax Mdrill Zero
speaker50_m_nn_utt17,wis mangan durung,Thronmax Mdrill Zero
speaker50_m_nn_utt18,kabare piye,Thronmax Mdrill Zero
speaker50_m_nn_utt19,aku arep mangkat kerjo,Thronmax Mdrill Zero
speaker50_m_nn_utt20,aku arep adus sik,Thronmax Mdrill Zero
speaker50_m_nn_utt21,mengko mampir omahku yo,Thronmax Mdrill Zero
speaker50_m_nn_utt22,dino iki panas banget,Thronmax Mdrill Zero
speaker50_m_nn_utt23,ketoke arep udan,Thronmax Mdrill Zero
speaker50_m_nn_utt24,kowe sido lungo ora,Thronmax Mdrill Zero
speaker50_m_nn_utt25,wetengku kembung kakehan ngombe,Thronmax Mdrill Zero
speaker50_m_nn_utt26,regane piro iki,Thronmax Mdrill Zero
speaker50_m_nn_utt27,ayo mangan bareng,Thronmax Mdrill Zero
speaker50_m_nn_utt28,tulung jupukno buku kuwi,Thronmax Mdrill Zero
speaker50_m_nn_utt29,acarane mulai jam piro,Thronmax Mdrill Zero
speaker50_m_nn_utt30,aku luwih seneng teh tinimbang kopi,Thronmax Mdrill Zero
speaker51_f_n_utt01,sampeyan badhe tindak dhateng pundi,Redmi Note 13 Pro
speaker51_f_n_utt02,aku arep lunga nang kantor desa,Redmi Note 13 Pro
speaker51_f_n_utt03,enten urusan napa dhateng mrika,Redmi Note 13 Pro
speaker51_f_n_utt04,panjenengan kok piyambakan kesahipun,Redmi Note 13 Pro
speaker51_f_n_utt05,nalika dina senin dalu sampeyan napa enten acara,Redmi Note 13 Pro
speaker51_f_n_utt06,yen lowong mangga pinarak mriki,Redmi Note 13 Pro
speaker51_f_n_utt07,saestu kula mboten ngapusi,Redmi Note 13 Pro
speaker51_f_n_utt08,sakrampunge resik resik omah lan pelataran,Redmi Note 13 Pro
speaker51_f_n_utt09,isuk wengi nyambut gawe golek duwit,Redmi Note 13 Pro
speaker51_f_n_utt10,ojo wengi wengi yen kowe mulih omah,Redmi Note 13 Pro
speaker51_f_n_utt11,awan maeng durung ana kabare,Redmi Note 13 Pro
speaker51_f_n_utt12,aku arep dolanan karo kancaku,Redmi Note 13 Pro
speaker51_f_n_utt13,kali ngarep sekolah banjir amarga udan ,Redmi Note 13 Pro
speaker51_f_n_utt14,niki sedaya kuasanipun gusti,Redmi Note 13 Pro
speaker51_f_n_utt15,nalika ora udan aku arep umbah umbah,Redmi Note 13 Pro
speaker51_f_n_utt16,kabeh wong arep tuku klambi anyar,Redmi Note 13 Pro
speaker51_f_n_utt17,kula mboten kepanggih sinten sinten,Redmi Note 13 Pro
speaker51_f_n_utt18,simbah maos koran ing teras mburi,Redmi Note 13 Pro
speaker51_f_n_utt19,maca buku iku hobine kangmas,Redmi Note 13 Pro
speaker51_f_n_utt20,senajan ora sugih nanging wong iku apikan,Redmi Note 13 Pro
speaker51_f_n_utt21,sesuk isuk wayahe siram siram kembang,Redmi Note 13 Pro
speaker51_f_n_utt22,ojo lali mangan yen ora gelem lara,Redmi Note 13 Pro
speaker51_f_n_utt23,lara untu iku luwih lara ketimbang lara ati,Redmi Note 13 Pro
speaker51_f_n_utt24,siji wae yen arep nukokne aku jajan,Redmi Note 13 Pro
speaker51_f_n_utt25,etan alas ngulon sitik iku kuburan,Redmi Note 13 Pro
speaker51_f_n_utt26,ojo turu nganti awan mengko diseneni bapak,Redmi Note 13 Pro
speaker51_f_n_utt27,adus disik sakdurunge budal ngaji,Redmi Note 13 Pro
speaker51_f_n_utt28,nyapu latar omah iku saben isuk lan sore,Redmi Note 13 Pro
speaker51_f_n_utt29,mbakku yen sinau ora ngerti wektu,Redmi Note 13 Pro
speaker51_f_n_utt30,sampeyan napa gelem tumbas gelangku,Redmi Note 13 Pro
speaker52_m_n_utt01,"Aku tak ngaso sik, capek pol.",
speaker52_m_n_utt02,Kowe wes teko durung? Aku nunggu iki.,
speaker52_m_n_utt03,"Ojo lali, nek lewat tuku es teh yo.",
speaker52_m_n_utt04,"Aku laper rek, ayo mangan nang warung pojokan.",
speaker52_m_n_utt05,"Iki hape kok lemot tenan, ga ngerti kenapa.",
speaker52_m_n_utt06,"Kowe ojo ngeyel, tak kandani apik-apik iki.",
speaker52_m_n_utt07,"Aku meh turu wae, mata wes pedhot.",
speaker52_m_n_utt08,"Sakkarep-mu lah, aku manut ae.",
speaker52_m_n_utt09,"Ayo cepet rek, wes sore iki.",
speaker52_m_n_utt10,"Kowe ki lucu pol, tak kandani.",
speaker52_m_n_utt11,Ngopo kok kowe bengok-bengok? Pelan wae rek.,
speaker52_m_n_utt12,"Aku tak mandi sik, panas rek.",
speaker52_m_n_utt13,Ojo lali balekno chargerku yo.,
speaker52_m_n_utt14,"Aku kesel rek, seharian muter-muter.",
speaker52_m_n_utt15,"Wingi aku ndelok film apik pol, kowe kudu nonton.",
speaker52_m_n_utt16,"Ngene rek, nek ra paham tak jelasin maneh.",
speaker52_m_n_utt17,"Kowe koq maksa tenan, santai ae rek.",
speaker52_m_n_utt18,"Aku tak ngopi sek, ngantuk rek.",
speaker52_m_n_utt19,"Woi, kowe kok ngilang wae? Susah ditelepon.",
speaker52_m_n_utt20,"Lho, iki barangmu tak temokno nang meja.",
speaker52_m_n_utt21,"Masio mendung, hawane tetep panas rek.",
speaker52_m_n_utt22,Opo kowe yakin? Rasane kok aneh ya.,
speaker52_m_n_utt23,"Kowe ojo panik rek, pelan-pelan ae.",
speaker52_m_n_utt24,Aku kelingan koyok tau ndelok kowe nang kafe wingi.,
speaker52_m_n_utt25,"Ojo lali bales chat-ku rek, penting iki.",
speaker52_m_n_utt26,Kowe koq diem wae? Laper yo?,
speaker52_m_n_utt27,"Ayo rungokno sek, penting iki.",
speaker52_m_n_utt28,Sopo sing nyalakno TV ? Rame pol.,
speaker52_m_n_utt29,"Aku kok ngelak tenan yo, tak tuku minum sek.",
speaker52_m_n_utt30,"Eh rek, koe mau ngomong opo? Tak rungokno setengah wae.",
speaker53_m_nn_utt01,Aku arep menyang pasar dina iki.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt02,Kowe wis mangan durung?,Lenovo IdeaPad Gaming
speaker53_m_nn_utt03,Omahku cedhak karo sekolah.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt04,Dina iki udan deres banget.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt05,Ayo padha budhal saiki.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt06,Dheweke seneng maca buku.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt07,Aku kangen karo kowe.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt08,Sepur mau telat teka.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt09,Aku nyiapke wedang jahe kanggo kowe.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt10,Kucingku turu ing kursi.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt11,Kowe ojo lali tugasmu.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt12,Dheweke tuku jajanan ing warung.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt13,Aku pengin sinau luwih akeh.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt14,Sepedaku rodane bocor.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt15,Ayo mangan bareng wae.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt16,Kowe kudu ati-ati ing dalan.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt17,Aku krungu swara rame ing njaba.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt18,Dheweke kerja nganti bengi.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt19,Aku seneng krungu crita saka kowe.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt20,Dina Minggu aku arep dolan.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt21,Kowe apik banget dina iki.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt22,Aku ora ngerti maksude.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt23,Dheweke lunga tanpa pamit.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt24,Aku lagi nggoleki bukuku.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt25,Kowe iso bantu aku?,Lenovo IdeaPad Gaming
speaker53_m_nn_utt26,Adhiku dolanan ing njaba omah.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt27,Aku arep tuku sandhangan anyar.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt28,Dheweke padha nyanyi bebarengan.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt29,Aku kesel nanging seneng.,Lenovo IdeaPad Gaming
speaker53_m_nn_utt30,Matur nuwun wis mbantu aku.,Lenovo IdeaPad Gaming
speaker54_m_nn_utt01,"Aku nemoni wong tuwa mau ing pasar, nanging dheweke ora kelingan aku wis gedhé.",Samsung S24
speaker54_m_nn_utt02,Dawet esuk kae rasane kok luwih seger tinimbang biasane.,Samsung S24
